ID,LowerID,Heading,UpperID
K91F,15,160,33
K92F,17,180,35
K93C,9,91,27
K93C,17,162.5,35
K93F,18,187,36
K93Y,1,15.3,19
K93Y,14,145.3,32
K94E,17,185,35
K94K,9,90,27
K94R,15,162,33
K95D,10,114.4,28
K95E,14,147,32
K95F,18,187,36
K96,9,,27
K96D,15,171,33
K97M,13,139,31
K98,18,,36
K98D,8,90,26
K98D,13,139,31
K99N,5,43.6,23
K99V,E,,W
K9A0,15,155,33
K9A1,10,95.5,28
K9A4,13,130,31
K9A4,17,175,35
K9A5,2,20.8,20
K9C8,6,54,24
K9D0,12,135,30
K9D1,13,134,31
K9D2,8,95.1,26
K9D2,12,132.8,30
K9D4,1,357.3,19
K9D7,16,166,34
K9D9,9,90,27
K9D9,12,123,30
K9D9,18,182,36
K9F0,15,163.2,33
K9F8,13,141.5,31
K9F9,17,180,35
K9G2,9,89,27
K9G3,7,60,25
K9G3,11,108.8,29
K9G8,7,67.5,25
K9G8,11U,97,29U
K9K7,12,126,30
K9K7,17,176,35
K9K8,11,116.6,29
K9K8,18,188,36
K9L2,6,75.1,24
K9M4,1,10,19
K9M6,18,184,36
K9M8,1,14.3,19
K9S2,12,134,30
K9S4,12,134,30
K9S5,2,40,20
K9S9,8,99,26
K9U0,7,80.3,25
K9U0,10,127,28
K9U3,12,140.2,30
K9U3,18,200.2,36
K9U4,6,72.2,24
K9U7,3,31,21
K9V5,14,150,32
K9V6,14,146.1,32
K9V7,17,179.8,35
K9V9,13,141,31
K9V9,18,187,36
K9X1,17,174,35
K9Y1,12,133,30
KA08,16,163,34
KA09,17,182.9,35
KA20,18,192.9,36
KA24,5,67.7,23
KA30,16,177.6,34
KA32,16,179.9,34
KA34,5,65,23
KA39,3,41.4,21
KA50,8,90,26
KA50,17L,180,35R
KA50,17R,180,35L
KAAA,3,35.3,21
KAAA,14,144.4,32
KAAF,6,60,24
KAAF,13,135,31
KAAF,18,180,36
KAAO,18,187,36
KAAS,5,49.8,23
KAAT,3,46,21
KAAT,13,148.4,31
KABE,6,51.3,24
KABE,13,123.1,31
KABI,4,52,22
KABI,17L,180,35R
KABI,17R,180,35L
KABQ,3,45,21
KABQ,8,90,26
KABQ,12,129,30
KABQ,17,183,35
KABR,13,135.1,31
KABR,17,180,35
KABY,4,42,22
KABY,16,162,34
KACB,2,17.4,20
KACJ,5,46,23
KACJ,9,91,27
KACK,6,44.9,24
KACK,12,107,30
KACK,15,135,33
KACP,18,170,36
KACQ,15,154,33
KACT,1,14.2,19
KACT,14,149.2,32
KACV,1,29.7,19
KACV,14,152.7,32
KACY,4,27.9,22
KACY,13,118.1,31
KACZ,9,85,27
KADC,16,163.8,34
KADG,5,47,23
KADG,11,107,29
KADH,13,135,31
KADH,17,180,35
KADM,4,46,22
KADM,8,85,26
KADM,13,135,31
KADM,17,180.4,35
KADS,15,160,33
KADT,3,41,21
KADT,16,173,34
KADT,17,174,35
KADU,14,148,32
KADW,01L,360,19R
KADW,01R,359.9,19L
KAE,NW,,SE
KAEG,4,46.2,22
KAEG,17,179.9,35
KAEJ,15,162.2,33
KAEL,4,47,22
KAEL,16,168,34
KAEX,14,144,32
KAEX,18,189,36
KAFF,8,95.4,26
KAFF,16C,169.9,34C
KAFF,16L,170.9,34R
KAFF,16R,169.9,34L
KAFJ,9,85,27
KAFK,5,47.7,23
KAFK,15,151.5,33
KAFN,16,148.1,34
KAFO,16,180,34
KAFP,16,154.5,34
KAFW,16L,170.2,34R
KAFW,16R,170.3,34L
KAGC,10,89.9,28
KAGC,13,120,31
KAGC,H1,,H1
KAGO,18,181,36
KAGR,5,50,23
KAGR,14,135,32
KAGS,8,78,26
KAGS,17,168,35
KAGZ,8,93.3,26
KAGZ,14,145.4,32
KAGZ,17,180,35
KAHC,8,99,26
KAHH,18,178,36
KAHN,2,21,20
KAHN,9,88,27
KAHQ,2,24,20
KAHQ,13,142,31
KAIA,8,89.3,26
KAIA,12,134.3,30
KAIA,17,179.3,35
KAIB,5,58.5,23
KAIB,11,123.9,29
KAID,12,115,30
KAID,18,179.9,36
KAIG,8,83,26
KAIG,16,164,34
KAIK,1,0,19
KAIK,7,60,25
KAIO,2,22,20
KAIO,12,123,30
KAIO,17,179.6,35
KAIT,8,88,26
KAIT,16,164,34
KAIV,6,62,24
KAIY,4,27,22
KAIY,11,103,29
KAIZ,3,37.1,21
KAJG,4,40.6,22
KAJG,13,130.9,31
KAJO,7,91,25
KAJR,6,57,24
KAJZ,3,41.7,21
KAK,11,,29
KAKH,3,28.3,21
KAKO,11,119.3,29
KAKQ,2,16.8,20
KAKR,1,0.9,19
KAKR,7,62,25
KALB,1,358.2,19
KALB,10,88,28
KALI,8,89,26
KALI,13,134,31
KALI,17,179,35
KALM,3,45.6,21
KALM,16,173.2,34
KALN,11,113.3,29
KALN,17,173.3,35
KALO,6,67.8,24
KALO,12,128,30
KALO,18,187.8,36
KALS,2,31.5,20
KALS,6,76.4,24
KALW,2,36,20
KALW,7,90,25
KALW,16,180,34
KALX,18,178,36
KAMA,4,46,22
KAMA,13,137.5,31
KAMG,15,150.9,33
KAMN,9,90.2,27
KAMN,18,180.3,36
KAMT,5,45.1,23
KAMW,1,16.6,19
KAMW,13,136.2,31
KANB,5,48,23
KAND,5,45.9,23
KAND,17,165.9,35
KANE,9,92.1,27
KANE,18,182,36
KANJ,14,136,32
KANK,6,70.6,24
KANP,12,107.5,30
KANQ,5,47,23
KANW,13,134,31
KANW,17,179.3,35
KANY,10,104,28
KANY,17,180,35
KAOC,6,70,24
KAOH,9,90,27
KAOH,14,135.4,32
KAOO,3,16,21
KAOO,12,108.4,30
KAOV,13,137,31
KAPA,10,110.9,28
KAPA,17L,178,35R
KAPA,17R,178,35L
KAPC,6,76.7,24
KAPC,18L,200.7,36R
KAPC,18R,200.7,36L
KAPF,5,44,23
KAPF,14,134,32
KAPF,NE,44,SW
KAPG,4,28.4,22
KAPG,8,71.4,26
KAPG,17,161.4,35
KAPH,5,42.5,23
KAPN,1,359.8,19
KAPN,7,59.8,25
KAPT,4,38,22
KAPV,8,90,26
KAPV,18,196,36
KAPY,12,129.4,30
KAQ,15,,33
KAQO,13,137.5,31
KAQO,17,179.2,35
KAQP,4,44,22
KAQP,13,136,31
KAQR,18,181.2,36
KAQW,11,109.4,29
KARA,16,167.5,34
KARA,16W,,34W
KARB,6,55,24
KARB,12,122.2,30
KARG,4,45,22
KARG,13,135.2,31
KARG,18,180,36
KARM,14,150.8,32
KARR,9,89,27
KARR,15,146.7,33
KARR,18,180,36
KART,7,53.4,25
KART,10,93,28
KARV,10,101,28
KARV,18,179,36
KARW,7,60.4,25
KASD,18,179.5,36
KASE,15,159.6,33
KASG,18,187,36
KASH,14,123,32
KASJ,1,1.2,19
KASL,1,21.7,19
KASL,15,156.7,33
KASN,3,35,21
KAST,8,95,26
KAST,13,154,31
KASW,9,88.8,27
KASW,18,179,36
KASX,2,20.7,20
KASX,13,130.6,31
KASY,8,90,26
KASY,14,151,32
KATA,5,52.1,23
KATA,15,156,33
KATL,08L,90,26R
KATL,08R,90,26L
KATL,09L,90,27R
KATL,09R,90,27L
KATL,10,90,28
KATS,3,45,21
KATS,12,135,30
KATW,3,26,21
KATW,11,116.2,29
KATY,12,124.6,30
KATY,17,180.3,35
KAUG,8,62,26
KAUG,17,153.2,35
KAUH,16,168.8,34
KAUM,17,172,35
KAUN,7,84,25
KAUO,11,107,29
KAUO,18,181,36
KAUS,17L,178.7,35R
KAUS,17R,178.7,35L
KAUW,4,42.8,22
KAUW,12,124.9,30
KAUW,12W,,30W
KAVC,1,358,19
KAVK,8,90,26
KAVK,17,180,35
KAVL,16,159.8,34
KAVO,4,45,22
KAVO,9,90,27
KAVP,4,33,22
KAVP,10,92,28
KAVQ,3,45.5,21
KAVQ,12,135.5,30
KAVX,4,54,22
KAWG,13,135,31
KAWG,18,183,36
KAWM,17,180.5,35
KAWO,11,127,29
KAWO,16,179,34
KAXA,12,131.6,30
KAXA,18,187.5,36
KAXH,9,94.2,27
KAXN,4,49.2,22
KAXN,13,139.3,31
KAXQ,6,44.6,24
KAXS,17,180,35
KAXV,8,76.6,26
KAXV,18,180,36
KAXX,17,181.8,35
KAYS,5,42.3,23
KAYS,13,128.3,31
KAYS,18,179.2,36
KAYX,3,30,21
KAZC,2,28,20
KAZC,11,122.5,29
KAZE,14,141,32
KAZO,5,45,23
KAZO,9,90.1,27
KAZO,17,171.1,35
KB16,10L,86.9,28R
KB16,10R,88,28L
KB19,6,55.9,24
KB21,17,152.1,35
KBAB,15,161.3,33
KBAD,15,151.4,33
KBAF,2,10.1,20
KBAF,15,140.3,33
KBAK,5,45,23
KBAK,14,135,32
KBAM,3,49.1,21
KBAM,12,139.1,30
KBAX,4,28.4,22
KBAX,17,164.8,35
KBAZ,13,135.7,31
KBAZ,17,180.7,35
KBBB,14,144,32
KBBD,8,91,26
KBBD,17,180.1,35
KBBP,6,57,24
KBBW,14,149,32
KBCB,8,71.1,26
KBCB,12,117.2,30
KBCE,3,46.5,21
KBCK,8,80,26
KBCT,5,44,23
KBDE,12,121,30
KBDE,13W,,31W
KBDG,17,180,35
KBDJ,5,,23
KBDJ,16,,34
KBDL,1,359,19
KBDL,6,44,24
KBDL,15,135,33
KBDN,16,180,34
KBDQ,9,90,27
KBDR,6,45,24
KBDR,11,98,29
KBDR,17,162.9,35
KBDU,8,,26
KBDU,08G,,26G
KBE,NE,,SW
KBEA,12,131,30
KBEA,18,189.1,36
KBEC,18,191,36
KBED,5,37,23
KBED,11,97.8,29
KBEH,9,90.4,27
KBEH,13,131.9,31
KBEH,18,180,36
KBFA,17,169.3,35
KBFD,5,43.9,23
KBFD,14,133.9,32
KBFE,2,26,20
KBFE,13,135,31
KBFF,5,68,23
KBFF,12,136,30
KBFI,13L,150,31R
KBFI,13R,150,31L
KBFK,17,180,35
KBFL,12L,135.4,30R
KBFL,12R,135.5,30L
KBFM,14,139,32
KBFM,18,180,36
KBFR,6,57.5,24
KBFR,13,129.3,31
KBFW,7,72,25
KBGD,3,39.9,21
KBGD,17,178.4,35
KBGE,05L,50,23R
KBGE,05R,50,23L
KBGE,9,90,27
KBGE,09R,90,27L
KBGE,14,139,32
KBGF,18,181.7,36
KBGM,10,87,28
KBGM,16,148,34
KBGR,15,134,33
KBHB,4,24.5,22
KBHB,11,87.8,29
KBHB,17,150.8,35
KBHC,8,75,26
KBHK,13,138,31
KBHM,6,55,24
KBHM,18,180,36
KBID,10,84,28
KBIE,13,143.3,31
KBIE,17,179.6,35
KBIF,3,43.9,21
KBIH,7,90,25
KBIH,12,135.5,30
KBIH,16,181,34
KBIJ,5,50,23
KBIL,7,84,25
KBIL,10L,112,28R
KBIL,10R,112,28L
KBIS,3,39,21
KBIS,13,138,31
KBIV,8,80,26
KBIX,3,35,21
KBJC,3,34.3,21
KBJC,12L,124.3,30R
KBJC,12R,124.3,30L
KBJI,7,74,25
KBJI,13,134,31
KBJJ,10,90,28
KBKD,4,44.7,22
KBKD,13,134.6,31
KBKD,17,179.6,35
KBKE,8,97,26
KBKE,13,142,31
KBKE,17,181,35
KBKF,14,151.1,32
KBKL,06L,57.9,24R
KBKL,06R,57.9,24L
KBKN,17,179.9,35
KBKS,14,149.5,32
KBKS,17,179.9,35
KBKT,1,0.9,19
KBKT,4,34.5,22
KBKV,3,26,21
KBKV,9,90,27
KBKW,1,7.5,19
KBKW,10,94,28
KBKX,12,129,30
KBKX,17,176.9,35
KBLF,5,41.9,23
KBLH,8,90.2,26
KBLH,17,180.2,35
KBLI,16,180,34
KBLM,3,22,21
KBLM,14,132,32
KBLU,15,168,33
KBLV,14L,136.6,32R
KBLV,14R,136.5,32L
KBMC,16,179.5,34
KBMG,6,61.6,24
KBMG,17,171.4,35
KBMI,2,17.9,20
KBMI,3,36.3,21
KBMI,11,107.9,29
KBML,18,164.3,36
KBMQ,1,16.1,19
KBMT,13,132,31
KBMT,16,169,34
KBNA,02C,18,20C
KBNA,02L,17.6,20R
KBNA,02R,18,20L
KBNA,13,133.3,31
KBNG,8,91.1,26
KBNL,5,45.4,23
KBNL,17,160.4,35
KBNO,3,48,21
KBNO,12,135,30
KBNW,2,25,20
KBNW,15,149.3,33
KBOI,9,105,27
KBOI,10L,115.1,28R
KBOI,10R,115.1,28L
KBOS,04L,20,22R
KBOS,04R,20,22L
KBOS,9,77,27
KBOS,14,125,32
KBOS,15L,135,33R
KBOS,15R,135,33L
KBOW,5,46,23
KBOW,09L,87,27R
KBOW,09R,87,27L
KBOW,14,139,32
KBPG,6,66.9,24
KBPG,17,181.9,35
KBPI,8,92.5,26
KBPI,13,147.7,31
KBPK,5,51.6,23
KBPP,11,125.2,29
KBPT,12,120.9,30
KBPT,16,166,34
KBQK,7,65,25
KBQP,16,163.7,34
KBQR,8,78,26
KBRD,1,12.7,19
KBRD,5,53.4,23
KBRD,12,126,30
KBRD,16,163,34
KBRL,12,119.6,30
KBRL,18,179.5,36
KBRO,13L,135.4,31R
KBRO,13R,135.4,31L
KBRO,17,182.1,35
KBRY,2,22,20
KBST,10,82.2,28
KBST,15,134,33
KBTA,13,137.2,31
KBTF,16,180,34
KBTL,5,43,23
KBTL,9,89,27
KBTL,13,126,31
KBTM,2,38,20
KBTM,11,129,29
KBTM,15,167,33
KBTN,1,25.8,19
KBTN,13,134.9,31
KBTP,8,72,26
KBTR,04L,43,22R
KBTR,04R,43,22L
KBTR,13,133,31
KBTV,1,351,19
KBTV,15,131,33
KBTY,16,178.4,34
KBUB,15,159.1,33
KBUF,5,43.8,23
KBUF,14,126.8,32
KBUM,18,181.9,36
KBUR,8,90.9,26
KBUR,15,167.1,33
KBUU,1,12,19
KBUU,11,109,29
KBUY,6,52.1,24
KBVI,10,93.8,28
KBVN,15,153.7,33
KBVO,17,178.8,35
KBVS,4,56,22
KBVS,11,126,29
KBVX,7,80,25
KBVX,17,181,35
KBVY,9,74.2,27
KBVY,16,140.7,34
KBWC,8,90,26
KBWD,13,134.3,31
KBWD,17,179.4,35
KBWG,3,29.9,21
KBWG,12,120,30
KBWI,4,33.2,22
KBWI,10,94.2,28
KBWI,15L,144.2,33R
KBWI,15R,144.2,33L
KBWP,3,38,21
KBWP,15,157,33
KBXA,18,183,36
KBXG,8,71.1,26
KBXK,5,60.6,23
KBXK,11,120.2,29
KBXK,17,182,35
KBYG,13,138,31
KBYH,18,180,36
KBYI,2,37,20
KBYI,6,79,24
KBYS,4,52.1,22
KBYS,13,140,31
KBYY,13,133.6,31
KBZN,3,46,21
KBZN,11,135.7,29
KBZN,12,136,30
KC02,5,53.1,23
KC03,9,89.4,27
KC04,9,76,27
KC04,15,136,33
KC08,13,148,31
KC09,18,179,36
KC15,9,89.5,27
KC16,9,89.4,27
KC16,18,179.3,36
KC17,17,174,35
KC20,3,27.6,21
KC20,13,131,31
KC22,9,89,27
KC24,7,81.4,25
KC27,18,180,36
KC29,1,7.5,19
KC29,10,100,28
KC29,12,122,30
KC29,18,180,36
KC35,7,68.9,25
KC35,18,181,36
KC47,4,43,22
KC47,17,178,35
KC62,10,91.6,28
KC65,10,96,28
KC71,17,170,35
KC73,8,79.9,26
KC73,12,121,30
KC74,11,118,29
KC75,13,128,31
KC75,18,181,36
KC77,9,90.1,27
KC77,12,122.5,30
KC77,17,176,35
KC80,1,24.4,19
KC80,12,134.9,30
KC81,6,58.2,24
KC81,9,90.2,27
KC83,5,63.2,23
KC83,12,135.3,30
KC91,4,39.8,22
KC91,9,90.1,27
KCAD,7,66,25
KCAD,18,179,36
KCAE,5,45,23
KCAE,11,105,29
KCAG,7,83,25
KCAK,1,2,19
KCAK,5,47,23
KCAK,14,137,32
KCAO,2,30.2,20
KCAO,12,130.2,30
KCAR,1,347.3,19
KCAR,11,86,29
KCAV,8,90,26
KCAV,14,145.7,32
KCBE,5,39.1,23
KCBE,11,97,29
KCBF,14,141,32
KCBF,18,182,36
KCBG,16,163,34
KCBK,4,46,22
KCBK,12,136,30
KCBK,17,180,35
KCBM,13C,134,31C
KCBM,13L,135,31R
KCBM,13R,134,31L
KCC,N,,S
KCCA,13,132,31
KCCB,6,69.1,24
KCCO,14,139.5,32
KCCR,01L,23.5,19R
KCCR,01R,23.5,19L
KCCR,14L,153.5,32R
KCCR,14R,153.5,32L
KCCY,4,44.9,22
KCCY,12,125.4,30
KCCY,17,180,35
KCDA,2,8.4,20
KCDC,2,34.3,20
KCDC,8,96.8,26
KCDH,18,188.2,36
KCDI,4,33.1,22
KCDN,6,51.7,24
KCDN,14,134.7,32
KCDR,2,35,20
KCDR,11,125,29
KCDS,4,46.9,22
KCDS,13,133.7,31
KCDS,17,181.9,35
KCDW,4,30.1,22
KCDW,10,83,28
KCEA,17,180,35
KCEC,11,133,29
KCEC,17,193.2,35
KCEF,5,34.2,23
KCEF,15,134.3,33
KCEK,13,133.8,31
KCEK,17,180.3,35
KCEU,7,67.8,25
KCEV,4,36.1,22
KCEV,18,179.4,36
KCEW,17,171,35
KCEY,5,50,23
KCEZ,3,41.5,21
KCFD,15,152,33
KCFD,17,180,35
KCFE,17,181,35
KCFJ,4,42.9,22
KCFS,5,52,23
KCFS,12,120.2,30
KCFT,7,81.8,25
KCFV,4,44,22
KCFV,17,180,35
KCGC,9,91,27
KCGC,18,180,36
KCGE,16,144,34
KCGF,6,49.5,24
KCGI,2,21.2,20
KCGI,10,105.8,28
KCGS,15,138.3,33
KCGZ,5,59.9,23
KCHA,2,16.7,20
KCHA,15,145.5,33
KCHD,04L,49.6,22R
KCHD,04R,49.6,22L
KCHK,2,33,20
KCHK,17,180,35
KCHK,18,180,36
KCHN,18,180,36
KCHO,3,22,21
KCHQ,18,180.2,36
KCHS,3,24.4,21
KCHS,15,147.4,33
KCHT,2,25.6,20
KCHT,14,143.3,32
KCHU,13,135,31
KCIC,13L,147.4,31R
KCIC,13R,147.6,31L
KCID,9,91,27
KCID,13,136,31
KCII,5,67,23
KCII,14,160,32
KCIN,3,35.4,21
KCIN,13,136.6,31
KCIR,2,21,20
KCIR,14,140.6,32
KCIU,9,90.2,27
KCIU,16,150.1,34
KCJR,4,28,22
KCKA,13,140,31
KCKA,17,182,35
KCKB,3,23,21
KCKC,9,95,27
KCKF,5,50,23
KCKF,10,97,28
KCKF,14,135,32
KCKI,14,132.2,32
KCKM,18,183,36
KCKN,6,71,24
KCKN,13,133.2,31
KCKN,17,181.3,35
KCKP,1,11,19
KCKP,18,183,36
KCKV,5,52.1,23
KCKV,17,166.2,35
KCKZ,8,69.6,26
KCL,4,,22
KCLE,06C,50,24C
KCLE,06L,49.9,24R
KCLE,06R,50,24L
KCLE,10,93.3,28
KCLI,4,43,22
KCLI,9,88,27
KCLI,14,137,32
KCLK,13,135.6,31
KCLK,17,179.2,35
KCLL,4,49.7,22
KCLL,10,108.8,28
KCLL,16,168.9,34
KCLM,8,105,26
KCLM,13,148,31
KCLR,8,90.7,26
KCLS,16,178,34
KCLT,5,48.5,23
KCLT,18C,176,36C
KCLT,18L,176,36R
KCLT,18R,176,36L
KCLW,16,155,34
KCMA,8,90.6,26
KCMH,10L,94.2,28R
KCMH,10R,94.2,28L
KCMI,4,40,22
KCMI,14L,136,32R
KCMI,14R,60,32L
KCMI,18,179.4,36
KCMR,18,192.3,36
KCMX,7,66.9,25
KCMX,13,130.8,31
KCMY,1,15,19
KCMY,11,112,29
KCN,ALL,,WAY
KCNB,12,121.3,30
KCNC,10,101.7,28
KCNC,17,180.1,35
KCNH,5,33.5,23
KCNH,11,93.2,29
KCNK,3,38,21
KCNK,12,132,30
KCNK,17,180,35
KCNM,3,44.1,21
KCNM,8,90,26
KCNM,14L,156.2,32R
KCNM,14R,154,32L
KCNO,3,44.4,21
KCNO,08L,89.4,26R
KCNO,08R,89.4,26L
KCNP,12,129.9,30
KCNU,8,90,26
KCNU,18,187,36
KCNW,17L,177.5,35R
KCNW,17R,177.5,35L
KCNY,3,39.9,21
KCOD,4,52.3,22
KCOE,2,32,20
KCOE,6,70,24
KCOF,3,20,21
KCOF,11,106,29
KCOI,11,109,29
KCOM,15,155.2,33
KCON,3,15,21
KCON,12,105,30
KCON,17,155,35
KCOQ,7,73,25
KCOQ,17,179.2,35
KCOS,12,135.1,30
KCOS,17L,180.1,35R
KCOS,17R,180.1,35L
KCOT,13,134.5,31
KCOU,2,21,20
KCOU,13,135,31
KCPC,6,42.1,24
KCPK,5,36.9,23
KCPM,07L,90,25R
KCPM,07R,90,25L
KCPR,3,43.9,21
KCPR,8,88.9,26
KCPR,12,133.9,30
KCPR,17,178.9,35
KCPS,5,47,23
KCPS,12L,122.3,30R
KCPS,12R,122.2,30L
KCPT,15,159.2,33
KCPU,13,146,31
KCQA,8,82.6,26
KCQB,17,180.2,35
KCQM,7,67,25
KCQM,13,137,31
KCQW,8,70.1,26
KCQX,6,43.8,24
KCR,14,,32
KCRE,5,46.1,23
KCRG,5,45,23
KCRG,14,135,32
KCRO,13,146.7,31
KCRP,13,135.8,31
KCRP,17,179.1,35
KCRQ,6,79.1,24
KCRS,2,22,20
KCRS,14,145.1,32
KCRT,5,51.6,23
KCRW,5,47.1,23
KCRW,15,141.4,33
KCRX,18,174,36
KCRZ,18,181,36
KCSB,14,155,32
KCSG,6,53.8,24
KCSG,13,127,31
KCSM,17L,180.1,35R
KCSM,17R,180.1,35L
KCSQ,4,45,22
KCSQ,16,165,34
KCSV,8,73.5,26
KCTB,5,64,23
KCTB,13,152,31
KCTJ,17,164,35
KCTK,9,89.6,27
KCTK,18,181.2,36
KCTY,4,44,22
KCTY,13,134,31
KCTZ,6,50.9,24
KCUB,13,127,31
KCUH,2,28.5,20
KCUH,8,90,26
KCUH,11,122.4,29
KCUH,18,179.5,36
KCUL,18,180.2,36
KCUT,8,83.9,26
KCVB,15,161,33
KCVG,9,90,27
KCVG,18C,180,36C
KCVG,18L,180,36R
KCVG,18R,180.2,36L
KCVK,4,41,22
KCVN,4,45.6,22
KCVN,8,90.1,26
KCVN,12,130.5,30
KCVO,9,111,27
KCVO,17,187,35
KCVS,4,45,22
KCVS,13,135,31
KCVX,4,45.6,22
KCVX,9,84.6,27
KCWA,8,77.4,26
KCWA,17,170,35
KCWC,17,180.3,35
KCWF,15,155,33
KCWI,3,30,21
KCWI,14,144,32
KCWS,8,79,26
KCWS,18,183.3,36
KCWV,9,89,27
KCXE,18,174.6,36
KCXL,8,91,26
KCXO,1,17.1,19
KCXO,14,145.5,32
KCXP,9,107,27
KCXU,8,79,26
KCXY,8,71.1,26
KCXY,12,116.6,30
KCYO,1,3,19
KCYS,9,95.3,27
KCYS,13,135.3,31
KCYW,17,181,35
KCZD,13,137.5,31
KCZD,18,190.2,36
KCZG,3,23.6,21
KCZL,17,168,35
KCZT,13,134,31
KD00,15,154,33
KD02,17,180,35
KD05,3,40.6,21
KD05,13,139.9,31
KD07,13,144.4,31
KD09,3,33,21
KD09,13,135.1,31
KD11,5,44.6,23
KD14,14,144,32
KD17,4,51.6,22
KD17,13,141.6,31
KD23,9,75,27
KD23,14,129,32
KD25,4,44,22
KD25,14,141.3,32
KD31,9,102,27
KD37,4,51,22
KD37,12,131,30
KD39,8,91,26
KD39,14,150,32
KD42,13,132,31
KD50,3,44.2,21
KD50,12,135.1,30
KD54,18,180,36
KD55,8,90,26
KD55,14,140.1,32
KD56,17,180,35
KD57,11,118,29
KD60,3,41,21
KD60,12,133,30
KD64,13,140.1,31
KD68,3,44,21
KD68,11,128,29
KD73,3,31.4,21
KD74,16,160.9,34
KD83,13,142,31
KD86,13,144.8,31
KD95,9,90,27
KD95,18,180,36
KD98,9,87,27
KD98,15,153,33
KD98,18,178,36
KDAA,14,133,32
KDAB,07L,65,25R
KDAB,07R,65,25L
KDAB,16,157,34
KDAF,18,179,36
KDAG,4,50.4,22
KDAG,8,90,26
KDAL,13L,135.6,31R
KDAL,13R,135.6,31L
KDAL,18,185.5,36
KDAN,2,16.3,20
KDAN,13,125,31
KDAW,15,131.8,33
KDAY,06L,55.3,24R
KDAY,06R,55.4,24L
KDAY,18,178.5,36
KDBN,2,16,20
KDBN,14,136,32
KDBQ,13,135,31
KDBQ,18,180,36
KDCA,1,355.5,19
KDCA,4,26,22
KDCA,15,142.7,33
KDCM,5,54.5,23
KDCM,11,107,29
KDCM,17,168.1,35
KDCU,18,180,36
KDCY,18,180,36
KDDC,2,32,20
KDDC,14,154,32
KDDH,13,119,31
KDEC,6,59.1,24
KDEC,12,119,30
KDEC,18,179.1,36
KDED,5,49,23
KDED,8,83,26
KDED,12,117,30
KDED,18,180,36
KDEH,11,114.7,29
KDEN,7,90.5,25
KDEN,8,90.5,26
KDEN,16L,180.5,34R
KDEN,16R,180.5,34L
KDEN,17L,180.5,35R
KDEN,17R,180.5,35L
KDEQ,8,83.1,26
KDET,7,68,25
KDET,15,143,33
KDEW,4,61,22
KDEW,16,180,34
KDFI,12,114.8,30
KDFW,13L,135.3,31R
KDFW,13R,139,31L
KDFW,17C,180.3,35C
KDFW,17L,180.3,35R
KDFW,17R,180.3,35L
KDFW,18L,180.2,36R
KDFW,18R,180.3,36L
KDGL,3,35.5,21
KDGL,18,190.8,36
KDGW,5,66.8,23
KDGW,11,117.8,29
KDHN,14,135,32
KDHN,18,180,36
KDHT,3,45,21
KDHT,17,180,35
KDIJ,3,48,21
KDIK,7,80,25
KDIK,14,150.4,32
KDKB,2,19.5,20
KDKB,9,90,27
KDKK,6,50,24
KDKK,15,139,33
KDKR,2,21.4,20
KDKX,8,75.1,26
KDLC,7,63.9,25
KDLF,13C,135.4,31C
KDLF,13L,135.4,31R
KDLF,13R,135.4,31L
KDLH,3,31.5,21
KDLH,9,92.3,27
KDLL,1,8.8,19
KDLL,14,135,32
KDLN,4,50,22
KDLN,17,179,35
KDLO,14,158.6,32
KDLS,7,88,25
KDLS,12,145,30
KDLZ,10,98,28
KDMA,12,137.5,30
KDMN,4,51.6,22
KDMN,8,89.7,26
KDMO,5,54,23
KDMO,18,182,36
KDMW,16,148,34
KDNL,5,45,23
KDNL,11,104,29
KDNN,14,137,32
KDNS,6,62.4,24
KDNS,12,124.3,30
KDNS,18,179,36
KDNV,3,29.2,21
KDNV,12,120.4,30
KDNV,16,164.3,34
KDOV,1,3.2,19
KDOV,14,125.8,32
KDPA,02L,14,20R
KDPA,02R,14,20L
KDPA,10,96,28
KDPA,15,148,33
KDPG,12,134.9,30
KDPG,12L,135,30R
KDPL,5,36,23
KDQ,16,,34
KDQH,4,37,22
KDRA,2,34,20
KDRI,4,45.7,22
KDRI,9,90,27
KDRI,14,135,32
KDRI,18,179.4,36
KDRM,8,72.1,26
KDRM,18,172,36
KDRO,3,37,21
KDRT,13,140.2,31
KDSM,5,54,23
KDSM,13,132,31
KDSV,14,128,32
KDSV,18,169,36
KDTA,12,132.2,30
KDTA,17,180.3,35
KDTL,13,140,31
KDTL,17,180,35
KDTN,5,55.3,23
KDTN,14,140.3,32
KDTO,18,181.1,36
KDTS,14,142,32
KDTW,03L,29,21R
KDTW,03R,29,21L
KDTW,04L,28.7,22R
KDTW,04R,29,22L
KDTW,09L,89,27R
KDTW,09R,89,27L
KDUA,4,48,22
KDUA,12,133,30
KDUA,17,180,35
KDUC,17,180,35
KDUG,3,44.7,21
KDUG,8,90.2,26
KDUG,12,135.5,30
KDUG,17,179.8,35
KDUH,9,86.9,27
KDUJ,7,62.3,25
KDUX,1,23.1,19
KDUX,14,151.6,32
KDVK,1,8,19
KDVK,12,122,30
KDVL,3,45,21
KDVL,13,138,31
KDVN,3,29.6,21
KDVN,15,149.6,33
KDVO,13,148,31
KDVP,17,183,35
KDVT,07L,86,25R
KDVT,07R,86,25L
KDWA,16,180.3,34
KDWH,17L,172.8,35R
KDWH,17R,172.8,35L
KDWH,17W,,35W
