ICAO,Latitude,Longitude
LZKZ,48.6631011963,21.2411003113
LZMC,48.4020004272,17.1184005737
LZPP,48.6251983643,17.8283996582
LZSL,48.6377983093,19.1340999603
LZTN,48.8650016785,17.9923000336
LZTT,49.073600769,20.2411003113
MBNC,21.9174995422,-71.9395980835
MBPV,21.7735996246,-72.2658996582
MBSC,21.5156993866,-71.528503418
MDAB,19.198600769,-69.4298019409
MDBH,18.251499176,-71.1203994751
MDCR,17.9290008545,-71.6447982788
MDLR,18.4507007599,-68.9117965698
MDPC,18.5673999786,-68.3634033203
MDPP,19.757900238,-70.5699996948
MDSD,18.4297008514,-69.6688995361
MDSI,18.5037002563,-69.7617034912
MDST,19.4060993195,-70.6046981812
MGBN,15.4735002518,-88.8371963501
MGCB,15.4689998627,-90.4067001343
MGGT,14.5832996368,-90.5274963379
MGRT,14.5209999084,-91.697303772
MGSJ,13.9362001419,-90.8358001709
MHLC,15.7425,-86.852997
MHLM,15.4525995255,-87.9235992432
MHNJ,16.4454,-85.906601
MHRO,16.316799,-86.523003
MHTE,15.7759,-87.4758
MHTG,14.0608997345,-87.2172012329
MHTJ,15.9268,-85.938202
MKBS,18.4041996002,-76.96900177
MKJP,17.9356994629,-76.7874984741
MKJS,18.5037002563,-77.9133987427
MKKJ,18.1987991333,-76.5345001221
MKTP,17.9885997772,-76.8237991333
MMAA,16.7570991516,-99.7539978027
MMAN,25.8656005859,-100.2369995117
MMAS,21.705601,-102.318001
MMBT,15.7753000259,-96.2626037598
MMCB,18.8348007202,-99.2612991333
MMCC,29.3328990936,-101.0989990234
MMCE,18.6536998749,-91.7990036011
MMCG,30.3973999023,-107.875
MMCH,17.573799,-99.514297
MMCL,24.7644996643,-107.474998474
MMCM,18.504699707,-88.3267974854
MMCN,27.3925991058,-109.8330001831
MMCP,19.8167991638,-90.5002975464
MMCS,31.636100769,-106.4290008545
MMCU,28.7028999329,-105.964996338
MMCV,23.7033004761,-98.9564971924
MMCZ,20.5223999023,-86.9255981445
MMDO,24.1242008209,-104.527999878
MMEP,21.419500351,-104.8430023193
MMES,31.79529953,-116.6029968262
MMGL,20.5217990875,-103.3109970093
MMGM,27.9689998627,-110.9250030518
MMHC,18.4972000122,-97.4198989868
MMHO,29.0958995819,-111.047996521
MMIA,19.2770004272,-103.577003479
MMIM,21.2450008392,-86.7399978638
MMIO,25.5494995117,-100.9290008545
MMIT,16.449300766,-95.0936965942
MMLC,18.0016994476,-102.221000671
MMLM,25.6851997375,-109.081001282
MMLO,20.9934997559,-101.481002808
MMLP,24.0727005005,-110.361999512
MMLT,25.989200592,-111.3479995728
MMMA,25.7698993683,-97.5252990723
MMMD,20.9370002747,-89.657699585
MMML,32.6305999756,-115.241996765
MMMM,19.849899292,-101.025001526
MMMT,18.1033992767,-94.5807037354
MMMV,26.9556999207,-101.4700012207
MMMX,19.4363,-99.072098
MMMY,25.7784996033,-100.107002258
MMMZ,23.1613998413,-106.26599884
MMNG,31.2261009216,-110.9759979248
MMNL,27.4438991547,-99.5705032349
MMOX,16.9999008179,-96.726600647
MMPA,20.6026992798,-97.4608001709
MMPB,19.1581001282,-98.3713989258
MMPC,20.0774002075,-98.7825012207
MMPE,31.356202,-113.525677
MMPG,28.6273994446,-100.5350036621
MMPN,19.3966999054,-102.0390014648
MMPR,20.6800994873,-105.2539978027
MMPS,15.8768997192,-97.0891036987
MMQT,20.6173000336,-100.185997009
MMRX,26.0088996887,-98.2285003662
MMSD,23.1518001556,-109.7210006714
MMSF,30.9302005768,-114.8089981079
MMSP,22.2542991638,-100.930999756
MMTA,19.537992,-98.173492
MMTB,16.739900589,-93.1733016968
MMTC,25.5683002472,-103.411003113
MMTG,16.5636005402,-93.0224990845
MMTJ,32.5410995483,-116.9700012207
MMTM,22.2964000702,-97.8658981323
MMTN,22.0382995605,-98.8065032959
MMTO,19.3370990753,-99.5660018921
MMTP,14.7943000793,-92.3700027466
MMUN,21.0365009308,-86.8770980835
MMVA,17.9969997406,-92.8173980713
MMVR,19.1459007263,-96.1873016357
MMZC,22.8971004486,-102.68699646
MMZH,17.601600647,-101.460998535
MMZM,20.0450000763,-102.2760009766
MMZO,19.1448001862,-104.558998108
MMZP,20.747922,-103.461709
MNBL,11.9910001755,-83.7741012573
MNBR,12.1899995804,-86.3538970947
MNLN,12.4292001724,-86.9028015137
MNMG,12.141500473,-86.1681976318
MNPC,14.0472002029,-83.3867034912
MPBO,9.3408498764,-82.2508010864
MPCH,9.4586400986,-82.5167999268
MPDA,8.390999794,-82.4349975586
MPHO,8.91479,-79.599602
MPMG,8.9733400345,-79.5556030273
MPSA,8.0855998993,-80.9452972412
MPTO,9.0713596344,-79.3834991455
MRBA,9.163949,-83.330171
MRCC,8.601559639,-82.9685974121
MRCH,9.9814100266,-84.7726974487
MREC,10.2019996643,-83.4721984863
MRFI,8.9163503647,-83.5073013306
MRGF,8.654009819,-83.1821975708
MRGP,10.2172002792,-83.7969970703
MRLB,10.5932998657,-85.5444030762
MRLC,11.0353002548,-84.7061004639
MRLM,9.9579601288,-83.0220031738
MRNS,9.9764900208,-85.6529998779
MROC,9.9938602448,-84.2088012695
MRPD,9.732170105,-82.9832000732
MRPM,8.9510297775,-83.4685974121
MRQP,9.4431600571,-84.1297988892
MRSG,10.2882995605,-83.7135009766
MRSV,8.8261098862,-82.9589004517
MSLP,13.4409,-89.055702
MSSS,13.6995000839,-89.1199035645
MTCA,18.2710990906,-73.7882995605
MTCH,19.7329998016,-72.1947021484
MTJA,18.2411003113,-72.5185012817
MTPP,18.5799999237,-72.2925033569
MUBA,20.3652992249,-74.5062026978
MUBY,20.3964004517,-76.6213989258
MUCA,22.0270996094,-78.7895965576
MUCC,22.4610004425,-78.3283996582
MUCF,22.1499996185,-80.4141998291
MUCL,21.6165008545,-81.5459976196
MUCM,21.42029953,-77.8475036621
MUCU,19.9698009491,-75.8354034424
MUFL,21.4997005463,-78.202796936
MUGM,19.9064998627,-75.2070999146
MUGT,20.0853004456,-75.1583023071
MUHA,22.989200592,-82.4091033936
MUHG,20.7856006622,-76.3151016235
MULM,22.3360996246,-83.6418991089
MUMO,20.6539001465,-74.922203064
MUMZ,20.2880992889,-77.0892028809
MUNG,21.8346996307,-82.7837982178
MUPB,23.0328006744,-82.5793991089
MUPR,22.4214000702,-83.6783981323
MUSA,22.8715000153,-82.5093002319
MUSC,22.4922008514,-79.9436035156
MUSL,21.5094559067,-77.0205974579
MUSN,21.6424999237,-82.9551010132
MUSS,21.9704,-79.442703
MUVR,23.0344009399,-81.4353027344
MUVT,20.9876003265,-76.935798645
MWCB,19.6870002747,-79.8827972412
MWCR,19.2928009033,-81.3576965332
MYAB,24.2877006531,-77.6846008301
MYAF,24.6979007721,-77.7956008911
MYAM,26.5114002228,-77.0835037231
MYAN,25.0538005829,-78.0490036011
MYAP,22.4417991638,-73.9709014893
MYAS,26.0046005249,-77.3955001831
MYAT,26.745300293,-77.3912963867
MYBC,25.4171009064,-77.880897522
MYBG,25.7383003235,-77.8401031494
MYBS,25.6998996735,-79.2647018433
MYEF,23.5625991821,-75.8779983521
MYEG,23.4666996002,-75.7817001343
MYEH,25.474899292,-76.6835021973
MYEM,25.2847003937,-76.3310012817
MYEN,24.5942993164,-76.8201980591
MYER,24.8950787333,-76.1768817902
MYES,24.1690998077,-76.4391021729
MYGF,26.5587005615,-78.695602417
MYIG,20.9750003815,-73.6669006348
MYLD,23.1790008545,-75.0935974121
MYLS,23.5823168043,-75.2686214447
MYMM,22.3794994354,-73.0134963989
MYNN,25.0389995575,-77.4662017822
MYRD,22.1818008423,-75.7294998169
MYRP,23.6844005585,-74.8361968994
MYSM,24.0632991791,-74.5240020752
MZBZ,17.539100647,-88.3081970215
NCAI,-18.8309001923,-159.7640075684
NCRG,-21.2026996613,-159.805999756
NFFN,-17.755399704,177.4429931641
NFNA,-18.0433006287,178.5590057373
NFTF,-21.2411994934,-175.1499938965
NFTV,-18.5853004456,-173.9620056152
NGTA,1.3816399574,173.1470031738
NGTE,-1.2244700193,174.7760009766
NLWW,-13.2383003235,-176.199005127
NSFA,-13.8299999237,-172.0079956055
NSTU,-14.3310003281,-170.710006714
NTAR,-22.4340991974,-151.3609924316
NTAT,-23.3654003143,-149.5240020752
NTGA,-17.3526000977,-145.5099945068
NTGB,-15.819899559,-140.8869934082
NTGC,-15.119600296,-148.2310028076
NTGE,-18.4659004211,-136.4400024414
NTGF,-16.0541000366,-145.6569976807
NTGI,-14.4368000031,-146.0700073242
NTGJ,-23.0799007416,-134.8899993896
NTGK,-15.6632995605,-146.8849945068
NTGM,-16.5839004517,-143.6580047607
NTGP,-14.8094997406,-138.81300354
NTGT,-14.7095003128,-145.2460021973
NTGU,-15.2482995987,-146.6170043945
NTGV,-14.8681001663,-148.7169952393
NTKR,-14.4558000565,-145.0249938965
NTMD,-8.7955999374,-140.2290039063
NTTB,-16.4444007874,-151.7510070801
NTTG,-14.9542999268,-147.6609954834
NTTH,-16.6872005463,-151.0220031738
NTTM,-17.4899997711,-149.7619934082
NTTO,-18.0748004913,-140.9459991455
NTTP,-16.4265003204,-152.2440032959
NTTR,-16.7229,-151.466003
NVVV,-17.699300766,168.3200073242
NWWD,-21.0543003082,164.8370056152
NWWK,-20.5463008881,164.2559967041
NWWL,-20.7747993469,167.2400054932
NWWM,-22.2583007813,166.4730072021
NWWR,-21.4817008972,168.0379943848
NWWU,-20.7900009155,165.2590026855
NWWV,-20.6406002045,166.5729980469
NWWW,-22.0146007538,166.2129974365
NZAA,-37.0080986023,174.792007446
NZAP,-38.7397003174,176.0839996338
NZAR,-37.0297012329,174.9730072021
NZCH,-43.4893989563,172.5319976807
NZCI,-43.8100013733,-176.4570007324
NZDN,-45.9281005859,170.1979980469
NZGS,-38.6632995605,177.9779968262
NZGT,-43.9067001343,170.1280059814
NZHK,-42.7136001587,170.9850006104
NZHN,-37.8666992188,175.332000732
NZHS,-39.646702,176.766998
NZKK,-35.2627983093,173.9120025635
NZKT,-35.0699996948,173.2850036621
NZLX,-45.2117004395,169.3730010986
NZMC,-43.7649993896,170.1329956055
NZMO,-45.5331001282,167.6499938965
NZMS,-40.9733009338,175.6340026855
NZNP,-39.0085983276,174.1790008545
NZNS,-41.2983016968,173.220993042
NZNV,-46.412399292,168.31300354
NZOH,-40.2060012817,175.3880004883
NZOU,-44.9700012207,171.0820007324
NZPM,-40.3205986023,175.6170043945
NZPP,-40.9047012329,174.9889984131
NZQN,-45.0210990906,168.738998413
NZRO,-38.1091995239,176.3170013428
NZRU,-39.4463996887,175.6580047607
NZSP,-90,0
NZTG,-37.6719017029,176.1959991455
NZTU,-44.3027992249,171.2250061035
NZUK,-44.2350006104,170.117996216
NZWB,-41.5182991028,173.8699951172
NZWD,-77.867401123,167.0570068359
NZWF,-44.7221984863,169.2460021973
NZWG,-43.5511016846,172.552993774
NZWK,-37.9206008911,176.9140014648
NZWN,-41.3272018433,174.804992676
NZWO,-39.0069007874,177.4069976807
NZWP,-36.7877998352,174.6300048828
NZWR,-35.7682991028,174.3650054932
NZWS,-41.7380981445,171.5809936523
NZWU,-39.9622001648,175.0249938965
OAHR,34.2099990845,62.2282981873
OAJL,34.3997993469,70.4985961914
OAKB,34.5658988953,69.2123031616
OAKN,31.5058002472,65.8478012085
OAMN,35.9308013916,64.7609024048
OAMS,36.7069015503,67.2097015381
OASD,33.3913002014,62.2610015869
OASG,36.7508010864,65.9132003784
OAUZ,36.6651000977,68.9107971191
OBBI,26.2707996368,50.6335983276
OBBS,25.9183998108,50.5905990601
OEAB,18.2404003143,42.6566009521
OEAH,25.2852993011,49.4851989746
OEBA,20.2961006165,41.6343002319
OEBH,19.9843997955,42.6208992004
OEBQ,25.9113006592,49.5912017822
OEDF,26.471200943,49.7979011536
OEDR,26.2653999329,50.1520004272
OEGN,16.9011001587,42.5858001709
OEGS,26.3027992249,43.7743988037
OEGT,31.412413,37.278898
OEHL,27.437901,41.686298
OEJB,27.0389995575,49.4051017761
OEJF,21.3481006622,39.1730003357
OEJN,21.6796,39.156502
OEKK,27.9009,45.528198
OEMA,24.5534000397,39.7051010132
OENG,17.6114006042,44.4192008972
OEPA,28.335199,46.125099
OEPC,25.1744995117,47.4883995056
OEPF,24.7103004456,44.9645004272
OEPJ,24.1072998047,41.0359992981
OERB,22.7026004791,39.0698013306
OERF,29.6263999939,43.4906005859
OERK,24.9575996399,46.6987991333
OERM,28.0795993805,48.611000061
OERR,30.9066009521,41.1381988525
OERT,26.7231006622,50.0307998657
OESH,17.4668998718,47.1213989258
OESL,20.4647006989,45.6195983887
OETB,28.3654,36.6189
OETF,21.483001,40.543442
OETH,25.2129993439,46.6409988403
OETN,27.8677997589,48.7691001892
OETR,31.692188,38.731544
OEWJ,26.198600769,36.476398468
OEYN,24.144199,38.0634
OIAA,30.371099472,48.2282981873
OIAD,32.434399,48.397598
OIAG,30.7444,49.6772
OIAH,30.337600708,50.827999115
OIAI,32.0023994446,49.270401001
OIAJ,30.8351993561,49.5349006653
OIAM,30.5562000275,49.1519012451
OIAW,31.3374004364,48.7620010376
OIBA,25.8756999969,55.033000946
OIBB,28.9447994232,50.8345985413
OIBH,27.2126998901,54.3185997009
OIBI,27.4814,52.615501
OIBK,26.5261993408,53.9802017212
OIBL,26.531999588,54.824798584
OIBQ,29.2602996826,50.3238983154
OIBS,25.9088993073,54.5393981934
OIBV,26.810300827,53.356300354
OICC,34.3459014893,47.1581001282
OICS,35.2458992004,47.0092010498
OIFE,32.9289016724,51.5611000061
OIFH,32.5670013428,51.6916007996
OIFK,33.8953018188,51.5769996643
OIFM,32.7508010864,51.8613014221
OIFP,32.6211013794,51.6969985962
OIGG,37.323333,49.617778
OIHR,34.1380996704,49.8473014832
OIIA,35.9520988464,50.4508018494
OIIC,34.9840011597,50.8061981201
OIID,35.702999115,51.4751014709
OIIG,35.6447982788,51.3806991577
OIII,35.689201355,51.3134002686
OIIK,36.240101,50.0471
OIIM,35.7762985229,50.8810005188
OIKB,27.2182998657,56.3777999878
OIKJ,28.7269001007,57.67029953
OIKK,30.2744007111,56.9510993958
OIKP,27.1583003998,56.1725006104
OIKQ,26.7546005249,55.9024009705
OIKY,29.5508995056,55.6726989746
OIMB,32.8981018066,59.2661018372
OIMC,36.5012016296,61.0648994446
OIMJ,36.4253005981,55.1041984558
OIMT,33.6678009033,56.8927001953
OINE,37.3833007812,55.4519996643
OINR,36.9099006653,50.679599762
OISF,28.8917999268,53.7233009338
OISJ,28.5867004395,53.5791015625
OISR,27.3726997375,53.1888008118
OISS,29.5391998291,52.5898017883
OITK,38.4275016785,44.9735984802
OITT,38.1338996887,46.2350006104
OITZ,36.7737007141,48.3594017029
OIYY,31.9048995972,54.2765007019
OIZB,31.0983009338,61.5438995361
OIZC,25.4433002472,60.3820991516
OIZH,29.4757003784,60.9062004089
OIZI,27.2360992432,60.7200012207
OIZS,27.4193000793,62.3157997131
OJAI,31.7226009369,35.9931983948
OJAM,31.972700119,35.9916000366
OJAQ,29.6116008759,35.0181007385
OJHF,32.160702,37.149399
OJJR,31.8647003174,35.2192001343
OJMF,32.3564,36.259201
OKBK,29.226600647,47.9688987732
OLBA,33.8208999634,35.4883995056
OLKA,34.5892982483,36.0112991333
OMAA,24.4330005646,54.6511001587
OMAD,24.4283008575,54.4580993652
OMAH,24.0739994049,52.4636001587
OMAJ,24.1874008179,52.6139984131
OMAM,24.2481994629,54.5476989746
OMAR,24.780500412,52.5598983765
OMAS,25.1462001801,52.8736991882
OMAZ,24.8624916077,53.0771408081
OMDB,25.2527999878,55.3643989563
OMFJ,25.1121997833,56.3240013123
OMRK,25.6135005951,55.9388008118
OMSJ,25.3285999298,55.51720047
OOKB,26.170999527,56.2406005859
OOMA,20.6753997803,58.890499115
OOMS,23.5932998657,58.2844009399
OOSA,17.0387001038,54.0913009644
OOTH,17.6660003662,54.0246009827
OPBG,32.056098938,72.9484024048
OPFA,31.3649997711,72.9947967529
OPGD,25.2332992554,62.329498291
OPGT,35.918800354,74.3336029053
OPJA,28.2842006683,68.4496994019
OPKC,24.9065,67.160797
OPLA,31.5216007233,74.4036026001
OPLH,31.4948005676,74.3461990356
OPMA,33.0500984192,73.6383972168
OPMF,34.3390007019,73.5085983276
OPMI,32.5630989075,71.5707015991
OPMJ,27.3351993561,68.1430969238
OPMR,24.8936004639,66.9387969971
OPMT,30.2031993866,71.4190979004
OPNH,26.2194,68.390099
OPOK,30.7409992218,73.3576965332
OPPG,26.9545001984,64.1324996948
OPPI,25.2905006409,63.3451004028
OPPS,33.9939002991,71.5146026611
OPQS,33.5601997375,73.033203125
OPQT,30.2513999939,66.9377975464
OPRK,28.3838996887,70.2796020508
OPRN,33.6166992188,73.0991973877
OPRS,34.0811004639,71.9726028442
OPRT,33.8497009277,73.7981033325
OPSK,27.7220001221,68.7917022705
OPSS,34.8135986328,72.3527984619
OPSU,28.6450996399,69.176902771
OPTH,24.8414993286,68.8384017944
OPWN,32.3046989441,69.5703964233
OPZB,31.3584003448,69.4636001587
ORMM,30.5491008759,47.6621017456
OSAP,36.1806983948,37.2243995667
OSDI,33.4114990234,36.5155982971
OSDZ,35.2854003906,40.1759986877
OSLK,35.4011001587,35.9486999512
OSPR,34.5574,38.316898
OTBD,25.261100769,51.5651016235
PCIS,-2.7681200504,-171.710006714
PGRO,14.1743001938,145.2429962158
PGSN,15.1190004349,145.729003906
PGUA,13.584,144.929993
PGUM,13.4834003448,144.796005249
PGWT,14.9991998672,145.6190032959
PKMJ,7.0647602081,171.2720031738
PKRO,9.3968896866,167.470993042
PKWA,8.72012043,167.7319946289
PLCH,1.9861600399,-157.3500061035
PMDY,28.2017002106,-177.3809967041
PTKK,7.4618701935,151.8430023193
PTPN,6.9850997925,158.2089996338
PTRO,7.367650032,134.5440063477
PTSA,5.35698,162.957993
PTYA,9.49891,138.082993
RCBS,24.4279003143,118.3590011597
RCDC,22.6723995209,120.4619979858
RCDI,24.8551006317,121.2379989624
RCFN,22.7549991608,121.1019973755
RCGI,22.6739006042,121.466003418
RCKH,22.5771007538,120.3499984741
RCKU,23.4617996216,120.3929977417
RCLY,22.0270004272,121.5350036621
RCMQ,24.2646999359,120.6210021973
RCNN,22.9503993988,120.2060012817
RCPO,24.8180007935,120.939002991
RCQC,23.5687007904,119.6279983521
RCQS,22.7931003571,121.1819992065
RCSQ,22.7001991272,120.4820022583
RCSS,25.0694007874,121.5520019531
RCTP,25.0777,121.233002
RCWA,23.3673725128,119.5027770996
RCYU,24.0230998993,121.6179962158
RJAA,35.7647018433,140.386001587
RJAF,36.1668014526,137.9230041504
RJAH,36.181098938,140.414993286
RJAM,24.2896995544,153.979003906
RJAW,24.7840003967,141.3229980469
RJBD,33.6622009277,135.363998413
RJBK,34.590801239,133.9329986572
RJCB,42.7332992554,143.216995239
RJCC,42.7751998901,141.6920013428
RJCH,41.7700004578,140.822006226
RJCJ,42.7944984436,141.666000366
RJCM,43.8805999756,144.164001465
RJCN,43.5774993896,144.960006714
RJCT,42.890499115,143.1580047607
RJCW,45.4042015076,141.800994873
RJDB,33.7490005493,129.785003662
RJDC,33.9300003052,131.279006958
RJDT,34.2849006653,129.330993652
RJEB,44.3039016724,143.404006958
RJEC,43.6707992554,142.4470062256
RJEO,42.0717010498,139.432998657
RJER,45.2420005798,141.186004639
RJFA,33.8830986023,130.6529998779
RJFC,30.3855991364,130.658996582
RJFE,32.6663017273,128.8329925537
RJFF,33.585899353,130.4510040283
RJFG,30.6051006317,130.990997314
RJFK,31.8034000397,130.7189941406
RJFM,31.877199173,131.449005127
RJFN,32.0835990906,131.4510040283
RJFO,33.4794006348,131.736999512
RJFR,33.8459014893,131.035003662
RJFT,32.8372993469,130.8549957275
RJFU,32.9169006348,129.914001465
RJFY,31.3675994873,130.8450012207
RJFZ,33.6850013733,131.039993286
RJKA,28.4305992126,129.7129974365
RJKB,27.4255008698,128.701004028
RJKN,27.8363990784,128.8809967041
RJNF,36.1427993774,136.223999023
RJNG,35.3941001892,136.8699951172
RJNH,34.7501983643,137.7030029297
RJNK,36.3945999146,136.4069976807
RJNO,36.181098938,133.3249969482
RJNT,36.6483001709,137.18800354
RJNY,34.8128013611,138.2980041504
RJOA,34.4361000061,132.919006348
RJOB,34.7569007874,133.854995728
RJOC,35.4136009216,132.88999939
RJOF,34.0346984863,131.5489959717
RJOH,35.4921989441,133.2359924316
RJOK,33.5461006165,133.669006348
RJOM,33.8272018433,132.6999969482
RJOO,34.7854995728,135.43800354
RJOR,35.5301017761,134.167007446
RJOS,34.1328010559,134.606994629
RJOT,34.2141990662,134.01600647
RJOY,34.5962982178,135.6029968262
RJOZ,34.04529953,131.0520019531
RJSA,40.7346992493,140.6909942627
RJSC,38.4118995667,140.371002197
RJSD,38.0601997375,138.414001465
RJSH,40.5564002991,141.466003418
RJSI,39.4286003113,141.1349945068
RJSK,39.6156005859,140.2189941406
RJSM,40.7032012939,141.367996216
RJSS,38.1397018433,140.917007446
RJST,38.4048995972,141.220001221
RJTA,35.4546012878,139.4499969482
RJTE,34.987099,139.828995
RJTH,33.1150016785,139.785995483
RJTJ,35.8418998718,139.4109954834
RJTK,35.3983001709,139.9100036621
RJTL,35.7989006042,140.0110015869
RJTO,34.7820014954,139.36000061
RJTR,35.5138015747,139.393997192
RJTT,35.552299,139.779999
RJTY,35.748500824,139.3480072021
RKJJ,35.1263999939,126.808998108
RKJU,35.8783988953,127.1200027466
RKJY,34.842300415,127.6169967651
RKND,38.1426010132,128.5989990234
RKNN,37.7536010742,128.944000244
RKPC,33.5112991333,126.4929962158
RKPE,35.1412010193,128.6959991455
RKPK,35.1795005798,128.93800354
RKPU,35.59349823,129.352005005
RKSG,36.9622001648,127.03099823
RKSM,37.4458007813,127.1139984131
RKSO,37.090599,127.029999
RKSS,37.5583000183,126.791000366
RKSW,37.2393989563,127.0070037842
RKTH,35.9878997803,129.419998169
RKTN,35.8941001892,128.658996582
RKTY,36.6319007874,128.3549957275
ROAH,26.1958007812,127.646003723
RODE,26.7257575989,127.7649002075
RODN,26.3556,127.767998
ROIG,24.344499588,124.18699646
ROKJ,26.3635005951,126.7139968872
ROMD,25.8465003967,131.263000488
ROMY,24.7828006744,125.294998169
RORK,25.9447002411,131.32699585
RORS,24.8267002106,125.144996643
RORT,24.6539001465,124.675003052
RORY,27.0440006256,128.401992798
ROYN,24.4668998718,122.9779968262
RPLL,14.5086,121.019997
RPMC,7.1652398109,124.2099990845
RPML,8.41562,124.611
RPMP,7.8307314479,123.461179733
RPMR,6.0580000877,125.096000671
RPMZ,6.9224200249,122.0599975586
RPUB,16.3750991821,120.6200027466
RPUD,14.1291999817,122.9800033569
RPUF,14.9864997864,120.4929962158
RPUG,16.0347995758,120.2409973145
RPUH,12.3614997864,121.04699707
RPUL,13.9549999237,121.125
RPUM,13.2081003189,120.6050033569
RPUQ,17.5552997589,120.3560028076
RPUR,15.7298002243,121.5
RPUZ,16.6191997528,121.2519989014
RPVA,11.2276000977,125.027999878
RPVB,10.7764,123.014999
RPVD,9.3337097168,123.300003052
RPVE,11.9245,121.954002
RPVG,11.0354995728,125.741996765
RPVI,10.833017,122.493358
RPVK,11.679400444,122.375999451
RPVP,9.7421197891,118.7590026855
RPVS,10.765999794,121.932998657
SAAC,-31.2969,-57.9966
SAAG,-33.0103,-58.6131
SAAJ,-34.5459,-60.9306
SAAP,-31.7948,-60.4804
SAAR,-32.9036,-60.785
SAAV,-31.7117,-60.8117
SABE,-34.5592,-58.4156
SACO,-31.323600769,-64.2080001831
SACT,-30.34530067,-66.29360198
SADF,-34.4532,-58.5896
SADJ,-34.5606,-58.7896
SADL,-34.9722,-57.8947
SADM,-34.6763,-58.6428
SADP,-34.6099,-58.6126
SAHC,-37.4446983337,-70.2225036621
SAHR,-39.0007019043,-67.6204986572
SAME,-32.8316993713,-68.7929000854
SAMM,-35.493598938,-69.5743026733
SAMR,-34.588299,-68.4039
SANC,-28.5956001282,-65.751701355
SANE,-27.7655563354,-64.3099975586
SANI,-28.0377998352,-67.5802993774
SANL,-29.3815994263,-66.7957992554
SANO,-29.2238998413,-67.4389038086
SANT,-26.8409,-65.104897
SANU,-31.571501,-68.418198
SAOC,-33.0850982666,-64.2612991333
SAOD,-31.9451999664,-65.1463012695
SAOL,-22.1506004333,-65.5774993896
SAOM,-32.6836,-62.1578
SAOR,-33.7299003601,-65.3873977661
SAOU,-33.2732009888,-66.3563995361
SARC,-27.4455,-58.7619
SARE,-27.45,-59.0561
SARF,-26.2127,-58.2281
SARI,-25.7373008728,-54.473400116
SARL,-29.6894,-57.1521
SARM,-30.2719,-57.6402
SARP,-27.3858,-55.9707
SASA,-24.8560009003,-65.4861984253
SASJ,-24.3927993774,-65.0978012085
SASO,-23.1527996063,-64.3292007446
SASQ,-34.1353988647,-63.3623008728
SATD,-26.3974990845,-54.5746994019
SATG,-29.1058,-59.2189
SATO,-27.5181999207,-55.1241989136
SATR,-29.2103,-59.68
SATU,-29.7706,-57.9789
SAVB,-41.9431991577,-71.5323028564
SAVC,-45.7853,-67.4655
SAVE,-42.908000946,-71.139503479
SAVT,-43.2105,-65.2703
SAVV,-40.8692,-63.0004
SAVY,-42.7592,-65.1027
SAWB,-64.2382965088,-56.6307983398
SAWD,-47.7353,-65.9041
SAWE,-53.7777,-67.7494
SAWG,-51.6089,-69.3126
SAWH,-54.8433,-68.2958
SAWJ,-49.3068,-67.8026
SAWP,-46.5378990173,-70.9786987305
SAWU,-50.0165,-68.5792
SAZB,-38.725,-62.1693
SAZC,-37.446098,-61.889301
SAZF,-36.8899993896,-60.2165985107
SAZG,-35.6962013245,-63.7583007812
SAZH,-38.3869,-60.3297
SAZI,-36.1866,-61.0764
SAZM,-37.9342,-57.5733
SAZN,-38.9490013123,-68.1557006836
SAZP,-35.8446,-61.8576
SAZR,-36.588299,-64.275703
SAZS,-41.1511993408,-71.1575012207
SAZT,-37.2374000549,-59.2279014587
SAZV,-37.2354,-57.0292
SAZW,-38.9397010803,-69.2646026611
SAZY,-40.0754013062,-71.137298584
SBAA,-8.3483495712,-49.3014984131
SBAF,-22.875099,-43.384701
SBAM,2.07751,-50.8582
SBAQ,-21.8120002747,-48.1329994202
SBAR,-10.984000206,-37.0703010559
SBAT,-9.8663892746,-56.1049995422
SBAU,-21.1413002014,-50.4247016907
SBBE,-1.3792500496,-48.4762992859
SBBG,-31.390499115,-54.1122016907
SBBH,-19.8512001038,-43.9505996704
SBBI,-25.4050998688,-49.2319984436
SBBQ,-21.26720047,-43.761100769
SBBR,-15.8691673279,-47.9208335876
SBBU,-22.3449993134,-49.0537986755
SBBV,2.8413889408,-60.6922225952
SBBW,-15.8613004684,-52.3889007568
SBCA,-25.0002994537,-53.5008010864
SBCC,-9.3339395523,-54.9654006958
SBCF,-19.6244430542,-43.9719429016
SBCG,-20.4687004089,-54.6725006104
SBCH,-27.1341991425,-52.6566009521
SBCI,-7.3204398155,-47.4586982727
SBCM,-28.7244434357,-49.4213905334
SBCO,-29.945928,-51.144413
SBCP,-21.698299408,-41.301700592
SBCR,-19.0119438171,-57.6713905334
SBCT,-25.5284996033,-49.1758003235
SBCV,-17.652299881,-39.2531013489
SBCX,-29.1970996857,-51.1875
SBCY,-15.6528997421,-56.1166992188
SBCZ,-7.5999097824,-72.7695007324
SBDN,-22.1751003265,-51.4245986938
SBEG,-3.0386099815,-60.0497016907
SBEK,-6.2331600189,-57.7769012451
SBES,-22.8129005432,-42.0926017761
SBFI,-25.6002788544,-54.4850006104
SBFL,-27.6702785492,-48.5525016785
SBFN,-3.854929924,-32.4233016968
SBFU,-20.7028007507,-46.3353004456
SBFZ,-3.7762799263,-38.5326004028
SBGL,-22.8099994659,-43.2505569458
SBGM,-10.7863998413,-65.2847976685
