ICAO,Latitude,Longitude
MM52,25.6522006989,-108.5380020142
MMSL,22.9477005005,-109.93699646
MNCI,12.162899971,-83.0637969971
MNBZ,13.9499998093,-84.5999984741
MNRT,13.8896999359,-84.4088973999
MNSI,13.7272224426,-84.7777786255
MNWP,14.7391996384,-83.9693984985
MNSC,11.1333999634,-84.7699966431
MRCR,9.8705101013,-85.4813995361
MDCZ,18.9074993134,-70.7219009399
MKNG,18.3428001404,-78.3320999146
TJRV,18.245300293,-65.6434020996
VI22,18.3386001587,-64.9406967163
SAVR,-45.013599,-70.812202
SAWS,-44.0485992432,-70.4589004517
SLUY,-20.4463005066,-66.8483963013
NGAB,1.798609972,173.0410003662
SMAF,4.998505,-54.992033
SMDU,2.5235,-56.3247
SMBN,5.512720108,-54.0500984192
SMDA,4.1166667938,-54.6666717529
SMKA,4.4060001373,-57.2229995728
SMKE,3.0999999046,-56.483001709
SMSM,2.333329916,-56.7833328247
SMMO,5.6076,-54.4003
SMNI,5.9555602074,-57.0393981934
SMPA,3.345279932,-55.4425010681
SMSI,1.9660500288,-56.0035018921
SMST,4.3499999046,-54.4166679382
SMCO,5.8658299446,-56.3274993896
SMWA,5.7666668892,-56.6333312988
MRCA,10.4139995575,-85.0916976929
SYOR,4.7252697945,-60.0349998474
SYAN,3.9594399929,-59.1241989136
SYAP,4.013879776,-58.6049995422
SYIB,5.7081098557,-60.2942008972
SYKM,5.8653402328,-60.614200592
SYMB,8.1999998093,-59.7832984924
SYMD,5.277490139,-59.1511001587
SGPJ,-22.6399993896,-55.8300018311
SKAD,8.51667,-77.3
SKSA,6.951868,-71.857179
UEBB,67.6480026245,134.6950073242
SKVG,0.978767,-76.6056
SKEB,7.59647,-74.8089
SKCU,7.96847,-75.1985
SKCD,5.08333,-76.7
SKTL,9.50945,-75.5854
SBCB,-22.9216995239,-42.0742988586
SWSI,-11.8850002289,-55.5861091614
SWGI,-11.7396001816,-49.1321983337
SNKE,-9.3199701309,-50.3284988403
SNVS,-1.6365300417,-50.4435997009
SNSW,-0.6994310021,-48.5209999084
SWPI,-2.673019886,-56.7771987915
SNBR,-12.0789003372,-45.0089988708
SWST,-10.4647216797,-50.518611908
SBMC,-13.5491,-48.195301
SWGN,-7.22787,-48.240501
SWNA,-5.1180300713,-60.3648986816
SWFE,-13.3144435883,-56.11277771
SIMK,-20.5921993256,-47.382900238
SSDO,-22.2019,-54.926601
SWLB,-7.2789697647,-64.7695007324
SWRD,-16.586,-54.7248
SBGU,-25.3875007629,-51.520198822
SSJA,-27.1714000702,-51.5532989502
SWLC,-17.8347225189,-50.956111908
SBAX,-19.5631999969,-46.9603996277
SWMW,-3.37217,-57.7248
SWBR,-4.4063401222,-59.6024017334
SWKO,-4.134059906,-63.132598877
SWBC,-0.981292,-62.919601
SWDM,-14.3768997192,-56.4003982544
SNGI,-14.2082004547,-42.7461013794
DAFI,34.6657,3.351
FNZG,-7.7169399262,21.3582000732
FNLK,-8.4457273483,20.7320861816
FTTN,11.0340003967,20.2740001678
HEOW,22.5856990814,28.7166004181
KMRB,39.40190125,-77.98459625
HALA,7.0669999123,38.5
HAJJ,9.3325,42.9121
HAMA,10.7254,38.7415
HADM,10.3500003815,37.716999054
HADT,11.9670000076,38
HAHM,8.7163,39.0059
HAGB,7.1160634,40.0463033
FOOY,-3.4584197998,10.6740760803
HKMS,-1.406111,35.008057
HKMK,0.229567,38.171412
HSMK,6.8249998093,29.6690006256
HSYE,4.130281601,30.7280731201
GLCP,4.3790202141,-7.6969499588
LSGE,46.7550010681,7.0761098862
FQIA,-25.9971446991,32.9293518066
GOSM,15.5936002731,-13.3227996826
FSSB,-3.72472,55.205299
HSSW,21.8026981354,31.5215778351
HUKD,3.7176,33.7487
HUKT,3.2817,32.8882
HUPA,2.2,31.55
ENSA,77.8969444,16.725
ENAS,78.9274978638,11.8743
LTDA,36.36277771,36.2822227478
EEKU,58.1483001709,24.0025005341
EERU,57.7839012146,23.2660999298
NTAV,-23.8852005005,-147.662002563
LEDA,41.728185,0.535023
LFEC,48.4631996155,-5.0635800362
BIBD,65.6412963867,-23.5461997986
BIGJ,65.995300293,-21.3269004822
BIKR,65.7316970825,-19.5727996826
BISF,63.9291992188,-21.0377998352
EIMN,53.0929985046,-9.5680599213
UAAT,42.88958,73.602004
ZMUL,48.9933013916,89.9225006104
UTDT,37.8664016724,68.8647003174
ULWW,59.2825012207,39.9444007874
UHMW,61.9216651917,159.2299957275
UERO,68.5149993896,112.4800033569
UERS,71.9279022217,114.0800018311
ULAL,64.8960037231,45.7229995728
UIUN,55.8008003235,109.5950012207
UNIW,60.3596992493,102.3239974976
UERA,65.959197998,111.5465011597
USSK,56.7016983032,60.7900009155
UNIB,61.676700592,96.3550033569
UNBI,52.4799995422,85.3399963379
LEHC,42.0760993958,-0.3166669905
LERL,38.8563888889,-3.97
ORNI,31.989853,44.404317
EGEY,56.0574989319,-6.243060112
KUZA,34.9878006,-81.05719757
KAGC,40.3544006348,-79.9301986694
KVQQ,30.2187004089,-81.876701355
KFTY,33.7790985107,-84.5214004517
EGHT,49.9455986023,-6.331389904
OATN,32.6041984558,65.8657989502
OAZJ,30.972222,61.865833
OACC,34.533000946,65.266998291
ZSFY,32.882157,115.734364
ZSLD,25.6746997833,116.747001648
ZUYI,25.0863888889,104.959444444
ZUNP,26.32217,109.1499
UB13,39.9014015198,46.7869987488
KOSU,40.0797996521,-83.0729980469
KADS,32.9686012268,-96.8364028931
KDTS,30.40010071,-86.47149658
UKOH,46.6758003235,32.506401062
NZRC,-46.8997001648,168.100997925
FSAS,-9.74222,46.506802
ZGCJ,27.4411111111,109.7
CYQI,43.8269004822,-66.0880966187
KISO,35.331401825,-77.6088027954
KFFA,36.0181999207,-75.6713027954
SWMK,0.6282690167,-66.1150970459
SBCJ,-6.1152777672,-50.0013885498
SNCW,-2.3729999065,-44.3964004517
WIOM,3.3481199741,106.2580032349
EDFW,49.817779541,9.8975000381
LPAV,40.656741,-8.741544
ETNP,52.3386993408,7.5413298607
OIBP,27.379601,52.737701
OISY,30.7005004883,51.5451011658
ORBM,36.3058013916,43.1473999023
RJBT,35.5127983093,134.7870025635
RJDA,32.482498,130.158997
RJKI,28.3213005066,129.927993774
RORA,26.5925006866,127.240997314
ZMDN,47.7093,96.5258
ZMBN,48.8549995422,103.4759979248
ZMUG,50.066588,91.938273
RPVW,11.6743001938,125.478996277
RPLU,13.8554000854,120.1050033569
UTDK,37.9880981445,69.8050003052
UTAT,41.761101,59.826698
YBWX,-20.8644008636,115.40599823
YDBY,-17.3700008392,123.6610031128
YWLG,-30.0328006744,148.1260070801
YBTI,-11.769200325,130.6199951172
YDKI,-17.9416999817,146.13999939
YLZI,-14.673273,145.454571
YHML,-37.6488990784,142.0650024414
YHLC,-18.2339000702,127.6699981689
YFTZ,-18.1819000244,125.5589981079
YNRV,-33.7971992493,120.208000183
YWKS,-66.690833,111.523611
KPVU,40.2192001343,-111.7229995728
KSBS,40.5163002,-106.8659973
KDTA,39.3805999756,-112.508003235
KRIF,38.7364006042,-112.0989990234
KPUC,39.61389923,-110.7509995
KLAM,35.8797988892,-106.268997192
KHII,34.571098,-114.358002
KINW,35.021900177,-110.722999573
KDGL,31.3425998688,-109.505996704
NGMK,2.0586099625,173.2709960938
NGTB,0.4908330142,173.828994751
NGUK,0.1852779984,173.6369934082
NGKT,0.218611002,173.4420013428
NGTR,-2.6161100864,176.8029937744
NGTM,-2.4858300686,175.9700012207
NGBR,-1.3547199965,176.0070037842
NGNU,-1.314440012,176.410003662
NGTU,3.08583,172.811005
NGMN,3.3744399548,172.9920043945
NGMA,1.0036100149,173.0310058594
NGTO,-0.6397219896,174.4279937744
NGTS,-1.4744399786,175.0639953613
NZWT,-36.8316993713,175.6790008545
NZTK,-40.8133010864,172.7749938965
AGAF,-9.1913888889,160.948611111
AGAR,-9.8605435826,161.979546547
AGGC,-6.711944,156.396111
AGGT,-10.847994,162.454108
AGGY,-9.092816,159.21841
KBOW,27.9433994293,-81.7834014893
UUBD,54.6446990967,39.570400238
NSFQ,-14.2172,-169.425003
KLVK,37.6934013367,-121.819999695
KMPI,37.5108985901,-120.040000916
FYGF,-19.6021995544,18.1226997375
FYRU,-17.9564990997,19.7194004059
BGAM,65.6122960847,-37.6183354855
KTRM,33.626701355,-116.1600036621
KSMO,34.0158004761,-118.450996399
KUDD,33.7484016418,-116.2750015259
KSDL,33.6228981018,-111.9110031128
KOLM,46.9693985,-122.9029999
KDWA,38.57910156,-121.8570023
KRIL,39.52629852,-107.7269974
KSAA,41.4449005127,-106.8239974976
KPDK,33.8755989075,-84.3020019531
KBMG,39.1459999084,-86.6166992188
KSUA,27.18169975,-80.22109985
KMMU,40.7994003296,-74.4149017334
KAPC,38.2132,-122.280998
KSDM,32.5722999573,-116.9800033569
LSPV,47.20470047,8.8675003052
KVNC,27.0715999603,-82.4402999878
KPHK,26.78499985,-80.69339752
KECP,30.357106,-85.795414
KSBD,34.0954017639,-117.23500061
SNVB,-13.296500206,-38.992401123
SNRU,-8.2823896408,-36.0135002136
PWAK,19.2821006775,166.6360015869
SDNY,-22.745300293,-43.4603004456
KSQL,37.5119018555,-122.25
LSZJ,47.1836013794,7.0908298492
EPKO,54.0425,16.2656
FBCO,-19.131115,23.102505
KRWI,35.856300354,-77.8918991089
PAWR,60.7771987915,-148.7220001221
PASX,60.4757003784,-151.033996582
KSEE,32.8261985779,-116.9720001221
KNUC,33.02270126,-118.5879974
VVPR,11.6335000992,108.952003479
VVNS,21.216999054,104.0329971313
KTRK,39.3199996948,-120.13999939
LFTU,43.4175,6.7357
YGLG,-38.2249984741,144.3329925537
ULAE,65.8783340454,44.2150001526
ULAH,64.4417037964,40.4216995239
KRYY,34.01319885,-84.59860229
LOXT,48.3167,16.116699
K4U9,44.7356987,-112.720001221
KLVM,45.6994018555,-110.447998047
K6S0,45.8064002991,-109.9810028076
KBIV,42.7429008484,-86.1073989868
EGLW,51.4697227478,-0.1794440001
LIPV,45.428299,12.3881
EECL,59.4486198425,24.7532272339
EFHE,60.1477775574,24.9244441986
EDRI,49.1416664124,8.3947219849
UT25,37.0167007446,-110.200996399
EHHV,52.1918983459,5.1469402313
EHTX,53.1152992249,4.8336100578
LECD,42.3863983154,1.8666700125
KLAL,27.988899231,-82.0186004639
UUOS,51.3292160034,37.7688484192
VNSB,27.8112,86.7124
KIDL,33.485699,-90.678902
UNKM,56.1769981384,92.5400009155
KF70,33.5741996765,-117.127998352
LIER,39.895308,8.642661
EGLM,51.5008010864,-0.774443984
VOMY,12.3072004318,76.6496963501
KPCW,41.5163002014,-82.8686981201
KMGY,39.5890007019,-84.224899292
KRID,39.7571983337,-84.8427963257
KFDY,41.0135002136,-83.6687011719
CZBA,43.4414531515,-79.850102663
YPSH,-35.7558462874,137.962875366
EBEN,51.2116661072,4.5808329582
KEMP,38.3320999146,-96.1912002563
ESSE,59.3451004028,17.7404994965
EGTB,51.6116981506,-0.8083329797
EGHJ,50.6781005859,-1.1094399691
CCW3,45.0518989563,-64.6517028809
KSPF,44.4803009033,-103.7829971314
EBKW,51.3222236633,3.2930560112
YRED,-27.2066993713,153.0679931641
EPOK,54.57970047,18.51720047
EPMB,54.0269012451,19.1341991425
EPLK,51.551700592,19.1791000366
EPMI,53.3950996399,16.0827999115
EPKS,52.3316993713,16.9664001465
KOLV,34.9786987305,-89.7869033813
SCVM,-32.9496,-71.4786
CNC3,43.7602996826,-79.875
LTAS,41.506401062,32.0886001587
KBJC,39.90879822,-105.1169968
KSLE,44.90950012,-123.0029984
KUTA,34.6809997559,-90.3467025757
UA30,40.042899,70.83784
FLKY,-8.5249996185,30.6630001068
KLND,42.8152008057,-108.730003357
EHHO,52.7308006287,6.5161099434
EHTE,52.2447013855,6.04666996
EHMZ,51.5121994019,3.731110096
EHAL,53.4516983032,5.6772198677
LFPZ,48.8114013672,2.0747199059
KMWC,43.1104011536,-88.0344009399
KJVL,42.620300293,-89.0416030884
FXMN,-29.5461006165,28.2709999084
KGKY,32.663898468,-97.0942993164
KLZU,33.97809982,-83.96240234
KBWG,36.9645004272,-86.4197006226
KRVS,36.0396003723,-95.9845962524
OMDM,25.0268001556,55.3661994934
UKKG,48.5428009033,32.2849998474
EDAW,51.5777778625,12.4944438934
HEAL,30.9244995117,28.4613990784
KBCE,37.706401825,-112.144996643
KBUY,36.048500061,-79.474899292
UUMU,55.8782997131,38.0616989136
ZUTC,24.9380555556,98.4858333333
UKFB,44.688999176,33.5709991455
EHDP,51.5172996521,5.8557200432
OAZI,31.8638000488,64.2246017456
KIXD,38.8308982849,-94.890296936
KESN,38.8041992188,-76.0690002441
ENHA,60.8180999756,11.0679998398
ENRI,61.545440673,10.061588287
KMYV,39.09780121,-121.5699997
YPID,-38.5233001709,145.3269958496
KDUC,34.47090149,-97.9598999
KUVA,29.2112998962,-99.743598938
KLOT,41.6072998,-88.09619904
KCCR,37.9897003174,-122.056999207
07FA,25.3253993988,-80.2748031616
LFGC,48.5544013977,7.7780599594
EDRN,49.9702796936,7.4791669846
ZYLS,32.8363888889,97.0363888889
CYOO,43.9227981567,-78.8949966431
EDLM,51.647202,7.16333
ESNF,61.8979988098,15.7053003311
EDTL,48.3693008423,7.8277201653
VYMY,22.2329998016,95.1169967651
KUNI,39.2109985352,-82.2313995361
KSGH,39.8403015137,-83.8402023315
SIAM,-20.6963996887,-48.2863998413
GMFU,34.0080986023,-4.9655599594
MDHE,18.4696998596,-69.9693984985
YCOO,-12.9033002853,132.5319976807
YJAB,-12.6583003998,132.8930053711
EDNR,49.1419448853,12.0819444656
GFHA,8.3971300125,-13.1290998459
KTOP,39.0686988831,-95.6224975586
2XS8,29.2294006348,-99.8238983154
K2I3,37.610022,-86.507262
KMQY,36.0089988708,-86.5201034546
KUOS,35.2051010132,-85.8981018066
ZUAL,32.1,80.0530555556
EDBC,51.8563995361,11.42029953
KTKI,33.17789841,-96.59049988
KPWK,42.114222,-87.901494
KKLS,46.1180000305,-122.898002625
LKBE,49.7407989502,14.6447000504
GABG,11.4499998093,-7.5170001984
NTGY,-20.7896995544,-138.5700073242
NZIR,-77.8539962769,166.4689941406
HKKE,-1.5829999447,35.25
MPOA,8.667,-77.418
UKFK,45.3725013733,36.4014015198
HKUK,-4.2933301926,39.5710983276
KILN,39.427898407,-83.792098999
KAVQ,32.4095993042,-111.218002319
KCGZ,32.954899,-111.766998
1AZ0,33.1119003296,-112.2689971924
KBXK,33.42039871,-112.685997
KE63,32.95809937,-112.6780014
KMMI,35.39730072,-84.56259918
KSTK,40.61529922,-103.2649994
KRWL,41.80559921,-107.1999969
CYZY,55.3044013977,-123.132003784
KCDW,40.8751983643,-74.2814025879
KAIZ,38.0960006714,-92.5494995117
KTVI,30.901599884,-83.8813018799
KHND,35.9728012085,-115.134002686
UKKM,50.6035003662,30.1919002533
KTMA,31.4290008545,-83.4885025024
EDML,48.5116653442,12.0333328247
EDHF,53.9944458008,9.5786113739
EPRA,51.3891983032,21.213300705
KDVT,33.6883010864,-112.083000183
CYBW,51.103099823,-114.374000549
CYGE,51.299196,-116.982002
CYRV,50.9667015076,-118.182998657
KFRG,40.7288017273,-73.4133987427
EDBT,51.3805541992,11.4466667175
SCIC,-34.9666671753,-71.2163925171
EDVP,52.4025001526,10.2288894653
KHDO,29.359500885,-99.1766967773
ZLZW,37.573125,105.154454
PAIN,63.7326011658,-148.910995483
PALH,61.1800003052,-149.9720001221
PAPR,66.8141021729,-150.6439971924
FBKR,-19.1499996185,23.783000946
EDCY,51.5755577087,14.1369438171
RCLG,24.1863002777,120.6539993286
KHLG,40.1749992371,-80.6463012695
KFZG,31.6837005615,-83.2705001831
VYYE,15.3000001907,97.8669967651
SCFX,-26.2938995361,-80.0961990356
OESB,22.5144996643,53.964099884
OMDW,24.896356,55.161389
KRKP,28.0867996216,-97.0446014404
LFHM,45.8208007813,6.6522197723
LFKX,45.407003,6.577942
FYOO,-19.1492004395,15.9118995667
FYMO,-18.8127994537,17.0594005585
EDXQ,53.1283340454,9.348610878
EDKN,51.124168396,7.3736109734
EDWO,52.2863883972,7.9697217941
EDCB,51.745834,11.229722
EDHM,53.9150009155,10.0355558395
EDWQ,53.0361099243,8.5055561066
EDXI,52.7097206116,9.1625003815
EDWC,52.4874992371,8.1855564117
EDLB,51.7799987793,7.2880558968
EDCO,51.2677764893,10.634721756
EDVH,52.7611122131,9.6055555344
EDHB,54.2444458008,11.0247220993
EKTD,54.9296989441,8.8405704498
EDVC,52.6872215271,10.1113891602
EDVU,52.9838905334,10.4650001526
EDLH,51.6897201538,7.8161110878
EDOJ,52.1411094666,12.6647224426
EDVY,52.2208328247,8.859167099
EDKO,51.4025001526,8.641667366
EDVW,51.9666671753,9.2916669846
EDXN,53.767223,8.643611
EDCK,51.7211112976,11.9527778625
EDXM,53.9780578613,9.1447219849
EDVS,52.1544456482,10.4266672134
EDWK,53.3327789307,9.0283327103
EDWH,53.0688896179,8.3136110306
EDVR,52.17527771,9.0533332825
EDLT,51.944442749,7.7738890648
EDXO,54.3088874817,8.6869440079
EDHC,53.0161094666,11.1444444656
EDCL,52.7094421387,12.0733327866
EDBG,52.2416687012,11.8561105728
KCKF,31.98880005,-83.77390289
KOMN,29.3006000519,-81.1136016846
EDRA,50.5577774048,7.1363887787
EDRF,49.4730567932,8.1963891983
KTTD,45.5494003296,-122.4010009766
KHIO,45.540401,-122.949997
NK39,40.712600708,-73.9996032715
EDKL,51.0152778625,7.0055561066
EDRV,50.4513893127,6.7833328247
OAKS,33.3334007263,69.952003479
VYNT,23.0830001831,97.3830032349
KBDN,44.09479904,-121.2009964
K62S,43.2364997864,-120.6660003662
KBNO,43.5918998718,-118.955001831
KS39,44.2869987488,-120.9039993286
KRBL,40.1506996155,-122.251998901
KDVO,38.1436004639,-122.5559997559
KLKV,42.1610984802,-120.399002075
KTMK,45.4182014465,-123.814002991
KONO,44.0205001831,-117.013999939
KDLS,45.6184997559,-121.166999817
KGAI,39.1683006287,-77.1660003662
OASA,33.12575,68.838517
CYTA,45.8643989563,-77.251701355
FYTM,-19.2618999481,17.7325000763
CYSD,50.2667007446,-111.1829986572
SSBL,-26.8306007385,-49.0903015137
KCVX,45.3047981262,-85.2748031616
EKMS,62.1021003723,-7.6459197998
CYCC,45.0928001404,-74.5633010864
EHSE,51.5546989441,4.5524997711
LSTS,46.4973983765,7.4125699997
SDZY,-21.5130558014,-43.1730575562
KXFL,29.4673996,-81.20629883
KMVL,44.5345993042,-72.6139984131
KRBD,32.6809005737,-96.8682022095
LILY,45.814701,9.06972
KWST,41.3496017456,-71.8033981323
KBID,41.1680984497,-71.577796936
PAGT,60.4710006714,-164.7010040283
PAOO,60.54140091,-165.0870056
BGSC,70.4882288244,-21.9716799259
UKWW,49.242531,28.613778
KBGE,30.9715004,-84.63739777
CTT5,50.2597007751,-60.6794013977
CTK6,50.1958007812,-61.2658004761
CCE4,53.4693984985,-55.7849998474
KSPZ,39.4029998779,-119.2509994507
KWHP,34.2593002319,-118.413002014
KMAE,36.9886016846,-120.111999512
CAD4,49.0555992126,-117.60900116
CAP5,48.6538920506,-123.450450897
CJX7,73.0058922479,-85.0325489044
PABV,61.41650009,-149.5070038
SOGS,4.285833,-54.373056
SOOA,3.6575,-54.037201
SOOM,5.48306,-54.034401
ZWKN,48.2223,86.9959
SKCA,8.63333,-77.35
HEMK,26.342778,31.742778
SURV,-30.9745998383,-55.4762001038
SNPD,-18.6728000641,-46.4911994934
SJTC,-22.1668591409,-49.0502866745
SDOW,-6.7631001473,-51.0499000549
SNDC,-8.0332899094,-49.9799003601
SNFX,-6.6413,-51.9523
SJDB,-21.247299,-56.452499
SWFX,-11.632399559,-50.6896018982
SBCD,-26.78840065,-50.9398002625
SWCA,-4.8715200424,-66.8974990845
SWUY,-4.8842201233,-65.3554000854
SWEI,-6.6395301819,-69.8797988892
SSCK,-27.1805992126,-52.0527000427
SSFB,-26.0592002869,-53.0634994507
SJHG,-10.6344003677,-51.5635986328
KAAF,29.72750092,-85.02749634
SSUM,-23.7987003326,-53.3138008118
SNDT,-18.232000351,-43.6503982544
SWOB,-2.5326099396,-66.0831985474
SDCG,-3.4679295077,-68.9204120636
SWHT,-7.5321202278,-63.072101593
SWTP,-0.3786,-64.9923
SNOX,-1.7140799761,-55.8362007141
SBTC,-15.3551998138,-38.9990005493
YTEF,-21.7150001526,122.2289962769
LTGP,36.2992172241,32.3005981445
KDQH,31.4766998291,-82.860496521
KFPR,27.49510002,-80.36830139
KTAN,41.8744010925,-71.0166015625
KPYM,41.9090003967,-70.7287979126
KOQU,41.5970993042,-71.4121017456
KOWD,42.1904983521,-71.1728973389
KBAF,42.157799,-72.715599
KIJD,41.7439994812,-72.1802978516
KMGJ,41.50999832,-74.26460266
KCXY,40.2170982361,-76.8515014648
KGHG,42.0983009338,-70.672203064
KDXR,41.3714981079,-73.4822006226
KASH,42.7817001343,-71.5148010254
KLWM,42.7172012329,-71.1233978271
KOXC,41.4785995483,-73.1352005005
KFIT,42.5541000366,-71.7590026855
20GA,33.7565002441,-84.8846969604
KVPC,34.1231002808,-84.8487014771
KPYP,34.089977,-85.610069
KRMG,34.3506011963,-85.1579971313
KGAD,33.972599,-86.088996
KDKX,35.9639015198,-83.8739013672
KWDR,33.98289871,-83.66739655
KJYL,32.6453018188,-81.5970993042
KDNN,34.72290039,-84.87020111
KCTJ,33.6310005188,-85.1520004272
KLGC,33.0088996887,-85.0726013184
KMLJ,33.15420151,-83.24069977
KPIM,32.8406982422,-84.8824005127
KFFC,33.3572998047,-84.5718002319
KGVL,34.27259827,-83.8302002
KPHD,40.4709014893,-81.4197006226
KUDG,34.44940186,-79.89009857
KHXD,32.2243995667,-80.6975021362
KDNL,33.4664993286,-82.0393981934
KMRN,35.8202018738,-81.6113967896
KPBX,37.5617981,-82.56639862
GA04,33.3656997681,-84.1651992798
KTOC,34.59379959,-83.29579926
EGHA,50.9672012329,-2.1536099911
UKHP,49.5685997009,34.3972015381
HSAW,8.7670001984,27.3999996185
HSWW,7.7258300781,27.9750003815
HAHU,14.25,36.5830001831
HKMY,3.46972,39.101398
GMAZ,30.3202991486,-5.8666701317
GFYE,8.6104698181,-11.0453996658
GFGK,7.7670001984,-12.3830003738
UOTT,65.797203064,87.9353027344
UNIP,61.5896987915,89.9940032959
KAFW,32.9875984192,-97.3188018799
K57C,42.7971992493,-88.3725967407
UNLL,58.3252983093,82.9325027466
OKAS,29.3467006683,47.5208015442
YREN,-34.1963996887,140.6739959717
YLEC,-30.5983009338,138.425994873
YWBR,-26.1282997131,126.5830001831
YCUN,-31.6222000122,117.2170028687
YRTI,-32.0066986084,115.5400009155
YFRT,-30.8381004333,128.1150054932
YBLT,-37.5116996765,143.7910003662
CPV8,52.9911003113,-92.8364028931
CYSP,48.7552986145,-86.3443984985
CYHF,49.7141990662,-83.6860961914
CYHN,49.1930999756,-84.7589035034
CYKX,48.2103004456,-79.9813995361
CYMG,49.0839004517,-85.8606033325
CYXZ,47.9667015076,-84.7866973877
CYEM,45.8428001404,-81.8581008911
CKD9,51.1300010681,-91.6656036377
CNY3,44.4491996765,-80.1583023071
CYFD,43.131401062,-80.3424987793
KLWC,39.01119995,-95.21659851
KEGT,37.323600769,-97.3882980347
KPMP,26.2471008301,-80.1110992432
YMCO,-37.5983009338,149.7200012207
KEET,33.17699814,-86.78279877
YYND,-22.2541999817,131.7819976807
18AZ,33.8180999756,-111.8980026245
WADL,-8.757322,116.276675
CAV3,51.6425018311,-121.3069992065
CZML,51.7360992432,-121.333000183
EGEG,55.8613891602,-4.2969441414
YYRM,-38.5666999817,146.7550048828
ZBHD,36.5258333333,114.425555556
KUMP,39.93519974,-86.04499817
KLOZ,37.0821990967,-84.0848999023
KFBG,35.13180161,-78.93669891
EPMO,52.4510993958,20.6518001556
ZYJX,45.293,131.193
RKPD,33.3996009827,126.711997986
CYGM,50.6281013489,-97.043296814
CJT2,51.7322006226,-96.9344024658
UNIT,64.3335113525,100.4328918457
USHY,63.6869010925,66.698600769
KRAC,42.7606010437,-87.8152008057
RPSD,10.81874,119.507697
EDAJ,50.8816680908,12.1358327866
XLLN,60.198299408,30.3349990845
EHTL,52.057201,5.92444
KREI,34.0853004456,-117.1460037231
KRIR,33.9897003174,-117.4110031128
KTIW,47.26789856,-122.5780029
EDLO,51.932220459,8.6616668701
KJKA,30.29050064,-87.67179871
SEII,-0.942628026,-90.9530029297
LSXB,47.0681,9.48111
LOGG,47.14653,16.316843
UKLH,49.3596992493,26.9333992004
RJBH,34.3669013977,132.4140014648
YYTA,-31.4706001282,131.8249969482
KHZL,40.9868011475,-75.9949035645
KCBE,39.615398407,-78.7609024048
7FA1,24.6487998962,-81.5798034668
YWYM,-15.5114002228,128.1529998779
CBW4,56.9667015076,-130.25
UUBC,54.5499992371,36.3666687012
KLNR,43.2117004395,-90.181602478
KPBH,45.7089996338,-90.4024963379
KEFT,42.6148986816,-89.5904006958
KJOT,41.51779938,-88.17549896
KVYS,41.351898,-89.153099
KJXN,42.2597999573,-84.4593963623
EDAL,52.3905982971,14.0972003937
EDAV,52.8272209167,13.693611145
KVVS,39.95920181,-79.65709686
KHMZ,40.08530045,-78.5121994
KLOM,40.1375007629,-75.2650985718
KOBE,27.2628002167,-80.8498001099
KSEF,27.45639992,-81.3423996
KAVO,27.59119987,-81.52780151
KGIF,28.06290054,-81.75330353
KZPH,28.2282009125,-82.1558990479
KOCF,29.17259979,-82.22419739
KJES,31.55400085,-81.88249969
K52A,33.6120986938,-83.4604034424
KCCO,33.3115997314,-84.7697982788
KHQU,33.52970123,-82.51650238
KAIK,33.6493988037,-81.6849975586
KCDN,34.2835998535,-80.5649032593
KLBT,34.6099014282,-79.0594024658
KSOP,35.23740005,-79.3911972
KRCZ,34.8913,-79.759598
KDLL,43.52270126,-89.77020264
KSVH,35.7653007507,-80.9539031982
KBUU,42.690700531,-88.3046035767
KLHV,41.13560104,-77.42230225
KPJC,40.80160141,-80.16069794
KLPR,41.34429932,-82.17759705
KBKL,41.5175018311,-81.6832962036
KDKK,42.49330139,-79.27200317
KVAY,39.9429016113,-74.845703125
KLDJ,40.617401123,-74.2445983887
KANQ,41.639702,-85.083504
KASW,41.2747001648,-85.8401031494
KVNW,40.8647003174,-84.6093978882
KRMY,42.2512016296,-84.9554977417
KGVQ,43.03170013,-78.16760254
KCLW,27.9766998291,-82.7586975098
FA08,28.1669998169,-81.8080978394
KCGX,41.8587989807,-87.6079025269
KJZP,34.4533996582,-84.4573974609
EDCS,52.3083343506,13.1005563736
KCRE,33.8116989136,-78.7238998413
KIGQ,41.5349006653,-87.5295028687
KRNM,33.0391998291,-116.9150009155
LFGO,48.289172,3.247912
LFGP,47.98019,3.775583
LFEW,47.239399,4.26583
LSPO,47.3443984985,7.8894400597
LSZC,46.974444,8.396944
LSPM,46.512501,8.68978
LSML,46.2958984375,8.9921302795
LKRO,50.41059875,14.2261
LKUL,50.699699,13.9697
LOSM,47.1324996948,13.6969003677
LOKN,46.5811004639,13.6291999817
EDTK,48.9843,8.3355
EDGZ,49.5675010681,8.6105556488
LFPE,48.9277992249,2.8352799416
LFFH,49.067199707,3.3569400311
KOEB,41.9333992,-85.05259705
KWBW,41.2971992493,-75.8511962891
KLNN,41.6839981079,-81.3897018433
RCGM,25.0566005707,121.2442626953
BGUM,70.6804279261,-52.1116304398
ZBYZ,40.926,107.7428
KFFT,38.18249893,-84.90470123
KLEW,44.048500061,-70.2835006714
EPIR,52.8293991089,18.3306007385
EPPR,54.248001,18.6716
KY72,43.97499847,-90.48349762
KMKY,25.9950008392,-81.6725006104
KDRM,46.0093002319,-83.7438964844
KGDW,43.9706001282,-84.4749984741
KLWA,42.3512001038,-86.2556991577
